Respondent,Timestamp,Which track do you participate in?,How Often Do You Participate,Question,Answer,Numeric Answer
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (1st),LODs,1
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,I enjoy learning about new features,Strongly Agree,5
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,The challenges are too easy,Disagree,2
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,The challenges are too difficult,Disagree,2
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,The challenges help me at work/school,Agree,4
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,How Often Do You Participate,Some of the Challenges,
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,Which track do you participate in?,Tableau,
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,9,9
10062,2021/08/04 3:52:05 AM MDT,Tableau,Some of the Challenges,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,N/A,3
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,What else do you want us to know?,More of the crossover weeks - a challenge that's the same for Tableau/Power BI to see how the two tools can handle the same problem - would be beneficial for those currently working in mainly one tool.,
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,I would be more likely to participate in WOW challenges if they were,Doesn't Matter,
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,I want more cross-over with other software and/or platforms,Agree,4
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,What do you want more of?  (Rank Your Choices) (7th),Containers,7
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,What do you want more of?  (Rank Your Choices) (6th),Extensions,6
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,What do you want more of?  (Rank Your Choices) (5th),Table Calcs,5
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,What do you want more of?  (Rank Your Choices) (4th),LODs,4
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,What do you want more of?  (Rank Your Choices) (3rd),Unusual Chart Types,3
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,What do you want more of?  (Rank Your Choices) (2nd),Mapping,2
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,What do you want more of?  (Rank Your Choices) (1st),Power Query,1
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,I enjoy learning about new features,Agree,4
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,The challenges are too easy,Neither Agree nor Disagree,3
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,The challenges are too difficult,Neither Agree nor Disagree,3
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,The challenges help me at work/school,Agree,4
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,How Often Do You Participate,Every challenge,
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,Which track do you participate in?,PBI,
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,9,9
10063,2021/08/04 7:04:59 AM MDT,PBI,Every challenge,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,N/A,3
